C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_32_857.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_32_857.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_32_857.jpg,0,0,0,1.600606E-05
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_32_963.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_32_963.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_32_963.jpg,0,0,0,8.554357E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_079.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_079.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_079.jpg,0,0,0,2.154592E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_162.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_162.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_162.jpg,0,0,0,8.522877E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_266.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_266.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_266.jpg,0,0,0,1.879312E-05
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_370.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_370.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_370.jpg,0,0,0,3.772105E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_460.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_460.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_460.jpg,0,0,0,6.234837E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_571.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_571.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_571.jpg,0,0,0,6.127853E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_651.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_651.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_651.jpg,0,0,0,9.451881E-06
C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\center_2023_02_18_12_48_33_749.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\left_2023_02_18_12_48_33_749.jpg,C:\Users\User\Documents\Self-Driving Car - deep learning\Sim-SelfDrivingCar\IMG\right_2023_02_18_12_48_33_749.jpg,0,0,0,6.525416E-06
